line,Unnamed: 0,filename,sentence,idx,CIDADE,CIDADE_DOS_ESTADOS_UNIDOS,CIDADE_GRANDE,ENTIDADE_TERRITORIAL_ARTIFICIAL,FREGUESIA_DE_PORTUGAL,HUMANO,MUNICÍPIO_DE_PORTUGAL,PAÍS,REVISTA,SEDE_DE_CONDADO,SUM
7,247,An+bpolis.txt,"Por volta de 1850, a região começou a ser povoada. Forma-se, então, uma pequena vila às margens do Córrego Capuava. Segundo as fontes históricas confiáveis, em 1859, uma mulher chamada Ana das Dores estava atravessando a região com a imagem de Santa Ana no lombo de um dos cavalos de sua tropa. O animal que carregava a imagem foi perdido, e os tropeiros não conseguiram erguer a imagem do chão. Ana das Dores reconheceu que a santa queria permanecer no local e prometeu dá-la ao primeiro tempo católico que fosse erguido na região.",123,0,1,0,0,0,0,0,0,0,0,1
35,261,An+bpolis.txt,"Em frente à fábrica, ficam vendedoras à beira da estrada, vendendo queijos caseiros, pimenta em conserva, frutas etc.",713,0,0,0,0,0,0,0,0,0,0,0
33,260,An+bpolis.txt,Não é recomendável utilizar a bicicleta como meio de transporte. Só existem ciclovias em parques públicos e áreas verdes.,679,0,0,0,0,0,0,0,0,0,0,0
25,256,An+bpolis.txt,"Anápolis já passa por problemas de cidade grande. É comum engarrafamentos nos horários de pico, principalmente na região central da Avenida Brasil. O aluguel de carro pode ser uma boa opção, principalmente se você for passar um tempo maior na cidade. Táxis compensam até certo ponto, os engarrafamentos podem encarecer o preço do táxi.",542,0,0,1,1,0,0,0,0,0,0,2
9,248,An+bpolis.txt,"Passam-se 10 anos e Gomes de Sousa Ramos, filho de Ana das Dores, muda-se para a vila e constrói a Catedral de Santana das Antas. Em 1882 chega a vila o Prof. José da Silva Batista, que fora designado pelo governo da província para gerenciar a vila. Depois de muitas discussões com o governo de Pirenópolis, a vila é emancipada em 31 de julho de 1907 através do decreto 320 assinado por Miguel Rocha Lima, presidente de Goiás. Nesta data a cidade passou a ser denominada Anápolis, que significa Cidade de Ana, uma homenagem a religiosa Ana das Dores e a Santa Ana, padroeira da cidade.",183,0,1,1,1,1,1,0,0,0,0,5
15,251,An+bpolis.txt,"O clima predominante em Anápolis é o tropical com estação seca, com temperatura média anual de 21°C, abaixo da média nacional. O período mais quente é entre agosto e outubro, o período mais frio é entre maio e julho. O período de chuvas é entre outubro e abril, o período de seca é entre julho e setembro.",340,0,0,0,0,0,0,0,0,0,0,0
27,257,An+bpolis.txt,A cidade é bem sinalizada. É relativamente fácil trafegar pela cidade.,581,0,0,0,1,0,0,0,0,0,0,1
3,245,An+bpolis.txt,"Anápolis é uma cidade da região central do Estado de Goiás.  Fica a meio caminho entre Goiânia e Brasília. Se considerarmos que Goiânia e Aparecida de Goiânia|Aparecida são uma cidade só, Anápolis é a segunda maior do Estado; se considerarmos que não, é a terceira.",25,1,0,1,1,0,0,0,0,0,0,3
19,253,An+bpolis.txt,O Aeroporto de Anápolis é localizado na Avenida Francisco Valois.,442,0,0,1,0,0,0,0,0,0,0,1
29,275,Anchorage.txt,"O serviço de transportes públicos não cobre toda a cidade, e alguns locais tem serviços de autocarros mais frequente que outros (Veja peoplemover.org para rotas completas. O preço custumam ser US$1.75 a viagem).",617,0,0,0,1,0,0,0,0,0,0,1
15,268,Anchorage.txt,"Anchorage pode ser atingida  por carro desde o Canadá usando a Alaska Highway, que começa no norte da Colúmbia Britânica e acaba em Fairbanks, passando pela cidade. A Parks Highway, que começa em Fairbanks, e a Glenn Highway, que começa em Tok, são outras hipóteses possíveis. A Seward Highway serve tráfico a entrar em Anchorage vindo da Península de Kenai para sul.",357,0,1,0,1,0,0,0,0,0,1,3
21,271,Anchorage.txt,"A cidade foi construída num sistema de grede: as ruas numeradas estão no sentido este-oeste, começando na Primeira Avenida (First Avenue) no extremo norte da cidade; ruas numeradas estão no sentido norte-sul começando na Rua A (A Street) no meio da baixa e sucedendo-se para oeste; a este da A Street os nomes das ruas começam por letras sequençiais e tem o nome de cidades alascas (Barrow, Cordova, Denali, etc.). Isto faz com que encontrar-se num mapa seja bastante fácil, embora o sistema fique menos coerente fora da área da baixa.",487,0,1,0,1,0,0,0,0,0,0,2
9,265,Anchorage.txt,Frequentemente ouvirá anchoragianos usar os seguintes termos para designar partes da cidade - estas áreas eram originalmente municipalidades separadas que se misturaram quando a cidade cresceu:,173,0,0,0,1,0,0,0,0,0,0,1
27,274,Anchorage.txt,A Rota 7 dos autocarros de Anchorage tem uma paragem na ponta sul do aeroporto,580,0,1,0,0,0,0,0,0,0,0,1
17,269,Anchorage.txt,"Não se esqueça deter uma cópia do The Mile Post, um mapa extremamente preciso e muito detalhado de todas as estradas, apontando pontos de vistas cénicas. Se vai voar para Anchorage e depois andar de carro pelo estado é aconselhável que leve uma cópia do The Mile Post no Costcos ou WalMart local.",397,0,1,0,0,0,0,0,0,0,0,1
7,264,Anchorage.txt,"Anchorage possui um clima temperado, com média no verão de 18 °C graus, e no inverno, de -2 °C. Máximas variam entre 12 e 32 °C no verão e entre 1 e -35 °C no inverno. Mínimas variam entre 5 e 17 °C no verão e entre -5 e -48 °C no inverno. A maior temperatura já registrada na cidade, foi 33 °C, em 1941.Raramente acontece no verão de a temperatura ser negativa, mas aconteceu em 1984 e 1992.A precipitação ocorre com mais intensidade no verão, principalmente entre agosto e outubro, o mês mais chuvoso é agosto, com 74 milímetros de precipitação. O período de estiagem ocorre entre Janeiro e Maio, quando chove menos de 90 milímetros, abril é o mês mais seco. Ao contrário de muitas cidades, chove muito no outono e pouco na primavera, apesar de ser mais frio.",118,0,1,0,1,0,0,0,0,0,0,2
36,279,Anchorage.txt,Duas companhias de táxis principais servem a área de Anchorage: a Alaska Yellow Cab e a Checker Cab; uma outra companhia chamada Aurora Taxi parece estar a crescer em importância. O aeroporto vende também bilhetes de táxi num balcão.,730,0,1,0,0,0,0,0,0,0,0,1
3,262,Anchorage.txt,"Anchorage é a maior cidade do estado do Alasca, localizada na região centro-sul. Anchorage é um porto cosmopolita, com uma população de mais de 300.000 habitantes.",17,0,1,0,1,0,0,0,0,0,0,2
23,272,Anchorage.txt,"Anchorage tem um óptimo sistema de pistas para bicicletas, com cerca de 200 milhas de caminho (120 das quais estão pavimentadas). A popular pista para bicicletas Tony Knowles está aparalelo à linha de costa, desde a baixa até ao Kincaid Park no aeroporto. Várias companhias alugam bicicletas e fazem tours de bicicleta.",516,0,1,0,0,0,0,0,0,0,0,1
32,277,Anchorage.txt,"Você pode alugar um carro, em alternativa aos transportes públicos. O Aeropoto Internacional de Anchorage Ted Stevens é servido por várias locadoras de carros. Algumas companhias tem localizações fora do aeroporto. Se vai chegar no Verão, alugar um carro não é a solução: os carros muito frequentemente estão todos a ser usados, e mesmo que haja algum carro prepare-se para pagar um preço astronómico por ele.",673,0,0,0,0,0,0,0,0,0,0,0
19,270,Anchorage.txt,A parte desenvolvida da municipalidade de Anchorage é muito espalhada e não muito caminhável - com a excepção da área compacta da baixa.,436,0,1,0,0,0,0,0,0,0,0,1
13,267,Anchorage.txt,Muitas linhas de cruzeiro providenciam transportes dos seus terminais até Anchorage e podem até incluir visitas guiadas ou regresso aéreo para fora do estado.,310,0,1,0,0,0,0,0,0,0,0,1
5,263,Anchorage.txt,"Anchorage é uma municipalidade: essencialmente é uma cidade e um condado. A cidade em si é definida pela Estrada de Muldoon a este, pela Estrada de Rabbit Creek ao sul e pelo Cokk Inlet a sul e a oeste. Vários pequenos subúrbios fazem parte da municipalidade de Anchorage, embora estejam fisicamente fora da cidade de Anchorage.",65,0,1,0,1,0,0,0,0,0,0,2
11,266,Anchorage.txt,"Anchorage é servida pela maior parte das grandes companhias aéreas americanas. Uma viagem aérea é a forma mais barata e eficiente de entrar ou sair do estado. Há voos directos entre Anchorage e Seattle, Portland, San Francisco, Minneapolis ou Taipei todo o ano, para além de mais alguns locais no Verão. Muitas das chegadas e partidas para fora do estado são voos olhos-vermelhos (voos que partem muito tarde, à noite, e chegam bem cedo, na manhã seguinte), mas também há frequentemente voos diurnos para Seattle. Anchorage recentemente completou um extenso remodelamento no Aeroporto Internacional de Anchorage Ted Stevens para ajudar a acomodar o crescente turismo (fontes não-oficiais estimaram que o número de turistas em entre Maio e Setembro de 2004 são de cerca de 4 milhões de turistas).",231,0,1,0,0,0,0,0,0,0,1,2
38,280,Anchorage.txt,Turismo - Oferecendo roteiros com guia falando português.,749,0,0,0,0,0,0,0,0,0,0,0
25,273,Anchorage.txt,"Se está deteminado a poupar dinheiro, use o PeopleMover, o sistema de autocarros de Anchorage. Em 2007, uma viagem custava $1.75, enquanto que um passe de um dis custava $4. A maior parte das rotas de autocarros tem um autocarro a ir numa direcção diferente numa hora. Os autocarros chegam frequentemente atrasados.",553,0,1,0,0,0,0,0,0,0,0,1
20,297,Andorra.txt,"Andorra  é um principado da Península Ibérica localizado nos Pirineus, entre a Espanha e a França.",466,0,0,0,0,1,0,0,1,0,0,2
12,290,Andorra.txt,"| idioma=Guia de conversação catalão|Catalão (oficial), Guia de conversação francês|Francês, Guia de conversação espanhol|Espanhol e Português",271,0,0,0,0,0,0,0,0,0,0,0
36,305,Andorra.txt,"Respeite também o trânsito, pois há muitos policiais, para manter a ordem tanto para os carros, quanto para os pedestres.",723,0,0,0,0,0,0,0,0,0,0,0
32,303,Andorra.txt,Andorra é um principado altamente seguro e sem nenhuma necessidade de preocupação.,662,0,0,0,0,0,0,0,1,0,0,1
13,291,Andorra.txt,| religião=Católica Romana (predominante e oficial),309,0,0,0,0,0,0,0,0,0,0,0
34,304,Andorra.txt,Sempre o meio ambiente este país tem uma vasta fauna e flora que tem de ser preservada,701,0,0,0,0,0,0,0,0,0,0,0
26,300,Andorra.txt,Andorra é um dos pontos preferidos de compras da Europa devido ao não pagamento de impostos e taxas. Os preços são muito convidativos mas lembre-se somente de não realizar compras que possam ultrapassar a cota porque o controle alfandegário é super rigoroso. Todos os veículos são vistoriados na saída. Bebidas e cigarros são muito visados por isso evite compras em excesso.,569,0,0,0,0,0,1,0,1,0,0,2
8,286,Andorra.txt,| governo=Monarquia parlamentar,162,0,0,0,0,0,0,0,0,0,0,0
10,288,Andorra.txt,| área=468 km&lt;sup&gt;2&lt;/sup&gt;,215,0,0,0,0,0,0,0,0,0,0,0
6,284,Andorra.txt,| bandeira=File:Flag of Andorra.svg|100px,103,0,0,0,0,0,0,0,0,0,0,0
22,298,Andorra.txt,"Pode-se chegar de carro pela Espanha ou pela França. As estradas são muito bem conservadas e sinalizadas. Como Andorra fica situada no alto dos Pirenéus as estradas são caracterizadas por serras que merecem a apreciação da paisagem, mas também um cuidado na condução do veículo.",495,0,0,0,0,1,0,0,0,0,0,1
30,302,Andorra.txt,Andorra à noite tem diversas ofertas: podem começar a noite no Califa e acabar no Buda. Mas se preferirem o som do Regatton podem sempre ir à bossa ou à La Bodegueta.,631,1,0,0,0,0,0,0,1,0,0,2
24,299,Andorra.txt,A circulação de carro é bem simples porque a cidade possui dois pontos de acesso. Uma entrada e saída em direção a França e uma entrada e saída em direção a Espanha. Pode-se chegar de carro até a base da estação de esqui sem maiores problemas.,532,0,0,0,1,1,0,0,0,0,0,2
28,301,Andorra.txt,"Há bons restaurante em Andorra, em Arinsal existe El Bosque, e também o Rejugi de la Fondue, em Ordino conseguem também comer muito bem no Topic.",603,0,0,0,0,0,0,0,1,1,0,2
5,283,Andorra.txt,| localização=File:LocationAndorra.png|noframe|250px,92,0,0,0,0,0,0,0,0,0,0,0
11,289,Andorra.txt,| população=71.201 (est. Julho 2006),240,0,0,0,0,0,0,0,0,0,0,0
5,308,Angola.txt,| localização=File:LocationAngola.png|noframe|250px,69,0,0,0,0,0,0,0,0,0,0,0
79,362,Angola.txt,"Além do funge e da muamba, fazem parte da cozinha tradicional angolana, entre outros:",1052,0,0,0,0,0,0,0,0,0,0,0
8,311,Angola.txt,| governo=República presidencialista,165,1,0,0,0,0,0,0,0,0,0,1
81,363,Angola.txt,Algumas das festas típicas de Angola são:,1058,0,0,0,0,0,0,0,1,0,0,1
11,314,Angola.txt,| população=25.789.024 (cen. 2014),225,0,0,0,0,0,0,0,0,0,0,0
20,322,Angola.txt,"Angola é um país da África Central. Faz fronteira com a Namíbia, no sul, Zâmbia, a leste e a Congo|República do Congo, bem como a República Democrática do Congo, no norte.",456,0,0,0,0,0,0,0,1,0,0,1
69,357,Angola.txt,Você também pode ver o Estádio Nacional 11 de Novembro.,1012,0,0,0,0,0,0,0,0,0,0,0
87,366,Angola.txt,"Em Angola, a dança distingue diversos gêneros, significados, formas e contextos, equilibrando a vertente recreativa com a sua condição de veículo de comunicação religiosa, curativa, ritual e mesmo de intervenção social. Não se restringindo ao âmbito tradicional e popular, manifesta-se igualmente através de linguagens académicas e contemporâneas. A presença constante da dança no quotidiano, é produto de um contexto cultural apelativo para a interiorização de estruturas rítmicas desde cedo. Iniciando-se pelo estreito contato da criança com os movimentos da mãe (às costas da qual é transportada), esta ligação é fortalecida através da participação dos jovens nas diferentes celebrações sociais (os jovens são os que mais se envolvem), onde a dança se revela determinante enquanto fator de integração e preservação da identidade e do sentimento comunitário.",1075,0,0,0,0,0,0,0,1,1,0,2
71,358,Angola.txt,Você pode ver a Avenida 4 de Fevereiro com vista para Luanda.,1020,1,0,0,0,0,0,0,0,0,0,1
83,364,Angola.txt,"Fora as discotecas e bares, na sua maioria localizados na ilha de Luanda e outros espalhados pela cidade.",1063,1,0,0,1,0,0,0,0,0,0,2
85,365,Angola.txt,# Em Luanda há vários hotéis de qualidade.,1069,1,0,0,0,0,0,0,0,0,0,1
10,313,Angola.txt,| área=1.246.700 km&lt;sup&gt;2&lt;/sup&gt;&lt;br /&gt;,216,0,0,0,0,0,0,0,0,0,0,0
32,331,Angola.txt,| região2nome=Norte (Angola)|Norte,670,0,0,0,0,0,0,0,0,0,0,0
61,353,Angola.txt,"Temos também os táxis privados, que ficam a porta do aeroporto, e te podem levar ao seu destino final; o custo é cronometrado, dependendo da distância.",965,0,0,0,0,0,0,0,0,0,0,0
59,352,Angola.txt,"Os taxistas tem por habito cobrar mais caro os turistas. Em média distância o táxi custa 150 Kz. Não dê mais do que 150 Kz num táxi de média distância, pois estes aproveitam-se e alteram o preço.",957,0,0,0,0,0,0,0,0,0,0,0
13,316,Angola.txt,"| religião=Crenças nativas 47%, católicos romanos 38%, protestantes 15%",296,0,0,0,0,0,0,0,0,0,0,0
47,343,Angola.txt,| região5nome=Leste (Angola)|Leste,852,0,0,0,0,0,0,0,0,0,0,0
9,312,Angola.txt,| moeda=1 kwanza (AOA) = 100 cêntimos,176,0,0,0,0,0,0,0,0,0,0,0
89,367,Angola.txt,"Depois de vários séculos de colonização portuguesa, Angola acabou por também sofrer misturas com outras culturas atualmente presentes no Brasil, Moçambique e Cabo Verde. Com isto, a Angola hoje destaca-se pelos mais diversos estilos musicais, tendo como principais: O Semba, o Kuduro, a Kizomba e a Tarraxinha.",1080,0,0,0,0,0,0,0,1,0,0,1
73,359,Angola.txt,"A culinária tradicional de Angola é influenciada pela portuguesa e pela moçambicana , tendo também recebido nos últimos anos uma forte influência da culinária brasileira.",1030,0,0,0,0,0,0,0,1,0,0,1
91,368,Angola.txt,Pra emergência ligue: +244939136634.,1085,0,0,0,0,0,0,0,0,0,0,0
37,335,Angola.txt,| região3nome=Centro (Angola)|Centro,744,0,0,0,0,0,0,0,0,0,0,0
63,354,Angola.txt,"O Português é a língua oficial de Angola e é falada pela maioria da população, mas existem também outros idiomas nativos como o Umbundo, Kikongo, Kimbundu, Côkwe, Nganguela e o Ukwanyama.",977,0,0,0,0,0,0,0,1,0,0,1
52,347,Angola.txt,| região6nome=Cabinda (província)|Cabinda,898,1,0,0,0,0,0,0,0,0,0,1
12,315,Angola.txt,"| idioma=Português (oficial), banto",265,0,0,0,0,0,0,0,0,0,0,0
42,339,Angola.txt,| região4nome=Sudoeste (Angola)|Sudoeste,801,0,0,0,0,0,0,0,0,0,0,0
6,309,Angola.txt,| bandeira=File:Flag of Angola.svg|100px,102,0,0,0,0,0,0,0,0,0,0,0
65,355,Angola.txt,"A Serra da Leba que fica na província do Namibe, a Tundavala na província da Huíla, Mirador da Lua que fica em Luanda.",987,1,0,0,0,0,0,0,0,0,0,1
67,356,Angola.txt,"Você  também pode visitar a província de Malanje e ver o centro da cidade de Malanje, as pedras negras de Pungo Andongo e as caichoeiras de Kalandula no rio Lucala.",998,0,0,0,0,0,0,0,0,0,0,0
75,360,Angola.txt,"Os ingredientes mais comumente utilizados são cereais cultivados há séculos no país, entre eles sorgo, painço e milho, além de feijão frade, lentilha, inhame, dinhungo (abóbora-carneira) e quiabo. Entre as frutas, os destaques são para a melancia, o tamarindo e o fruto do imbondeiro. O azeite de dendê (óleo de palma) é importante no preparo de várias receitas.",1038,0,0,0,0,0,0,0,0,0,0,0
77,361,Angola.txt,"O prato mais popular em Angola é o funge ou funji, uma massa cozida de farinha de milho ou de mandioca. Pode acompanhar carne ou peixe. Outra receita tradicional é a muamba, que pode ser preparada com galinha, carne seca ou peixe, acompanhada de quiabo e dendê.",1044,0,0,0,0,0,0,0,1,0,0,1
8,374,Anguila.txt,|governo=Dependência do Reino Unido,170,0,0,0,0,0,0,0,0,0,0,0
5,371,Anguila.txt,|localização=File:LocationAnguilla.png|noframe|250px,74,0,0,0,0,0,0,0,0,0,0,0
9,375,Anguila.txt,|moeda=Dólar das Caraíbas Orientais (XCD),191,0,0,0,0,0,0,0,0,0,0,0
27,389,Anguila.txt,"Em The Valley, ponto principal e capital da Ilha com grande movimentação no comércio. Já em Wallblake House, mansão colonial construída no século XVIII associada às lendas de assassinatos em época de luxo e exuberância. Dog Island, ilha pequena com cabanas para àqueles que buscam a tranqüilidade e o deleite das águas cristalinas de suas praias. The Fountain, descubra os petrogrifos dos índios arawak. lha Chapéu, praias tranqüilas e a beleza de um velho Farol. Scrub Island, pequena ilha de corais, ideal para passeios de barco. E por fim em Island Harbour,encontre um gracioso povoado de pescadores.",596,0,1,0,0,0,0,0,0,0,0,1
29,390,Anguila.txt,"Em geral, encontra-rá atividades de mergulho, Pesca, Vela e nado com Golfinho",626,0,0,0,0,0,0,0,0,0,0,0
21,386,Anguila.txt,"Sua cidade capital é The Valley e ilhas principais, contam com a Ilha de Anguilla e a Ilha de Scrub.",491,0,1,0,0,0,0,0,0,0,0,1
6,372,Anguila.txt,|bandeira=File:Flag of Anguilla.svg|100px,113,0,0,0,0,0,0,0,0,0,0,0
11,377,Anguila.txt,|população=13.477 (est. julho 2006),229,0,0,0,0,0,0,0,0,0,0,0
19,385,Anguila.txt,"Anguilla é uma pequena ilha britânica, poucos quilômetros ao norte de Saint Martin, rodeada de algumas ilhotas, onde contamos com 33 praias, com areais brancas e finas, de mar azul turquesa. Com clima tropical, com temperatura média de 27 graus. As chuvas, chegam geralmente entre os meses de Junho e Outubro.",452,0,0,0,0,0,0,0,0,1,0,1
23,387,Anguila.txt,"Aos cidadãos do Brasil, Portugal, Moçambique e São Tomé e Príncipe não se requer visto de turismo, necessário aos angolanos e caboverdianos. Para os brasileiros, tempo de voo estimado em 09 horas.",508,0,0,0,0,0,0,0,1,0,0,1
10,376,Anguila.txt,|área=102 km&lt;sup&gt;2&lt;/sup&gt;,212,0,0,0,0,0,0,0,0,0,0,0
31,391,Anguila.txt,"Sexta-Feira Santa, Segunda-Feira de Páscoa, Dia do Trabalho, Dia de Anguilla (30 de Maio), Aniversário da Rainha (12 de Junho), Dia da Constituição (08 de Agosto), Festa da Separação (19 de Dezembro), Natal, Dia seguinte ao Natal - Boxing Day (26 de Dezembro) e Ano novo.",660,0,0,1,0,0,0,0,0,0,0,1
15,398,Aparecida.txt,"O Distrito de Aparecida foi criado pela Lei Provincial nº 19, em março de 1842, recebendo foros de Vila. Vinte anos depois, em 17 de dezembro de 1928, a Vila que se formou ao redor da Capela do Morro dos Coqueiros tornou-se município, emancipando-se de Guaratinguetá, pela Lei nº 2.312, elevando sua sede a categoria. Em 1929, Nossa Senhora foi proclamada Rainha do Brasil e sua Padroeira Oficial, por determinação do Papa Pio XI.",346,0,0,1,0,0,0,0,0,0,0,1
17,399,Aparecida.txt,"O crescente aumento do número de romeiros e de devotos a Nossa Senhora da Conceição Aparecida fez com que surgisse a necessidade de construir-se um templo bem maior. Por iniciativa dos Missionários Redentoristas e dos Senhores Bispos - sob tutela do Arcebispo à época, D. Macedo -, teve início em 11 de novembro de 1955, a construção do Santuário Nacional de Nossa Senhora da Conceição Aparecida, o maior Santuário Mariano do mundo.",393,0,0,0,0,0,0,0,0,0,0,0
11,396,Aparecida.txt,"Colocaram suas canoas no Rio Paraíba, jogaram a rede várias sem sucesso; pararam desanimados e abatidos pelo cansaço no Porto Itaguaçú. Numa última tentativa, João Alves jogou mais uma vez sua rede, e sentiu algo pesado ao puxar as primeiras malhas. Surpreendeu-se ao puxá-la e encontrar uma imagem sem cabeça, com anjos esculpidos ao redor dos pés. Espantado, lançou novamente a rede e o que veio à tona foi a cabeça da imagem, que se ajustava perfeitamente ao corpo anteriormente encontrado. Após encontrar, e reunir, o corpo e a cabeça da imagem de Nossa Senhora da Conceição, os peixes surgiram em abundância, para os três dedicados pescadores.",246,0,0,0,0,0,0,0,0,0,0,0
9,395,Aparecida.txt,"A História da cidade de Aparecida se confunde e se mistura com a História da Santa Padroeira do Brasil, Nossa Senhora da Conceição Aparecida. Teve seu início em meados de 1717, quando chegou a notícia de que o Conde de Assumar, Dom Pedro de Almeida e Portugal, Governador da Província de São Paulo e Minas Gerais, iria passar pela pequena Vila de Guaratinguetá, a caminho de Vila Rica, atual cidade de Ouro Preto. Entre outras providências, era necessário que pescadores da região trouxessem do Rio Paraíba quantospeixes lhes caíssem na rede, a fim de promoverem o banquete que deveria servir ao ilustre visitante e à sua comitiva, composta por auxiliares e muitos escravos. Grande quantidade de pescado deveria ser salgada para quando estivessem viajando pelo descampado das Minas Gerais até Vila Rica. Pretendia-se mostrar a Dom Pedro os recursos do pequeno vilarejo. Mesmo não sendo boa época para a pesca, pescadores foram convocados; entre eles Domingos Garcia, João Alves e Filipe Pedroso.",182,0,0,1,0,1,0,0,1,0,0,3
5,393,Aparecida.txt,"A cidade é referência do catolicismo no país e recebe visitantes e peregrinos de diversas partes do país e do mundo. É considerada a Capital Mariana do Brasil por abrigar - sob o Santuário Nacional de Nossa Senhora da Conceição Aparecida -  a imagem de Nossa Senhora Aparecida retirada das águas do Rio Paraíba do Sul, em 1717.",75,0,0,0,1,0,0,0,0,0,0,1
21,401,Aparecida.txt,"O município fica à margem da BR-116/Via Dutra. Saindo de São Paulo o percurso tem 207 km e deve ser feito pela BR 116 (rodovia Presidente Dutra). Esta rodovia passa pelas cidades de Itaquaquecetuba, Guararema, Jacareí, São José dos Campos e Taubaté.",486,0,0,1,0,0,0,0,0,0,0,1
7,394,Aparecida.txt,"O último dado do próprio município, dá conta que são mais de 8 milhões de romeiros ano que vão à cidade, distante 170 km da capital paulista",140,0,0,0,1,0,0,0,0,0,0,1
19,400,Aparecida.txt,"A planta, elaborada pelo arquiteto Benedito Calixto de Jesus, reúne um conjunto arquitetônico em forma de cruz de Santo André. Em 1980, ainda em construção, foi consagrada pelo Papa João Paulo II, recebendo o título de Basílica Menor. Foi declarada oficialmente, em 1984, pela Conferência Nacional dos Bispos do Brasil - CNBB - Basílica de Aparecida Santuário Nacional.",455,0,0,0,0,0,1,0,0,0,0,1
13,397,Aparecida.txt,"Durante quinze anos, a imagem foi protegida por Filipe Pedroso e sua família, em sua casa, onde se reuniam vizinhos e parentes para rezar e adorar a Santa, que se tornava conhecida pelos milagres que realizava. Atanásio Pedroso, filho de Filipe, construiu um oratório para a Santa, que logo se tornou pequeno, devido ao grande número devotos que por ali passavam. Por volta de 1734, o Vigário de Guaratinguetá, com autorização do Bispo do Rio de Janeiro, construiu a Capela do Morro dos Coqueiros, aberta à visitação pública, inaugurada em 26 de junho de 1745. Porém, o número de devotos aumentava, e exigia uma igreja maior, cuja construção iniciou-se em 1834 e foi concluída em 1888, sendo elevada a Basílica Menor, em 29 de abril de 1908.",283,0,0,0,0,0,0,0,0,1,0,1
3,392,Aparecida.txt,A cidade de Aparecida fica no estado de São Paulo (estado)|São Paulo.,14,0,0,0,0,0,0,0,0,0,0,0
59,446,China.txt,"| região6itens=Guangdong, Hainan, Fujian",952,0,0,0,0,0,0,0,0,0,0,0
60,447,China.txt,| região6descrição=Região urbana do litoral do Mar da China Meridional e a região mais rica do país,963,0,0,0,0,0,0,0,0,0,0,0
48,438,China.txt,"| região4itens=Tibete, Yunnan, Guangxi, Guizhou",862,0,0,0,0,0,0,0,0,0,0,0
62,448,China.txt,| região7nome=Leste (China)|Leste,974,0,0,0,0,0,0,0,0,0,0,0
55,443,China.txt,"| região5descrição=Região de agricultura, montanhas, vales estreitos, e florestas temperadas e sub-tropicais",924,0,0,0,0,0,0,0,0,0,0,0
22,418,China.txt,"Em um país gigantesco como a China, o clima é tão variado quanto a sua geografia. No entanto, é possível generalizar quanto a algumas regiões:",504,0,0,0,0,0,0,0,0,0,0,0
57,444,China.txt,| região6nome=Sudeste (China)|Sudeste,942,0,0,0,0,0,0,0,0,0,0,0
64,450,China.txt,"| região7itens=Jiangsu, Xangai, Zhejiang",982,0,0,0,0,0,1,0,0,0,0,1
33,426,China.txt,"| região1itens=Liaoning, Jilin, Heilongjiang",680,0,0,0,0,0,0,0,0,0,0,0
4,403,China.txt,| localização=File:China in its region (claimed hatched).svg|noframe|250px,47,0,0,0,0,0,0,0,0,0,0,0
54,442,China.txt,"| região5itens=Anhui, Sichuan, Chongqing, Hubei, Hunan, Jiangxi",916,0,0,0,0,0,0,0,0,0,0,0
5,404,China.txt,| bandeira=File:Flag of China.svg|100px,87,0,0,0,0,0,0,0,0,0,0,0
20,417,China.txt,"A República Popular da China (Chinês, 中国, Pinyin , Zhōngguó), é um grande país da Ásia e o mais populoso da Terra. Com uma história que remonta a milhares de anos, uma cultura singular e números de crescimento econômico que surpreendem ao mundo, o país é o quarto mais visitado do planeta.",464,0,0,0,0,0,0,0,0,0,0,0
31,424,China.txt,| região1nome=Nordeste (China)|Nordeste,659,0,0,0,0,0,0,1,0,0,0,1
52,440,China.txt,| região5nome=Sul Central (China)|Sul Central,905,0,0,0,0,0,0,0,0,0,0,0
24,419,China.txt,O Ano Novo chinês é o feriado mais importante do país e dura uma semana. É uma época em que muitos chineses viajam ou vão visitar suas famílias. Os efeitos desse fluxo são pesadamente sentidos nos transportes e acomodações nas duas semanas antes e depois do dia de ano novo. A data do ano novo na China respeita o calendário lunar e coincide com o ano novo do Vietnã e da Coreia|Coréia. Os próximas celebrações se darão em:,540,0,0,0,0,0,0,0,0,0,0,0
65,451,China.txt,"| região7descrição=A terra de peixe e arroz, cidades tradicionais, o novo centro cosmopolitano da economia chinesa",992,0,0,0,0,0,0,0,0,0,0,0
81,460,China.txt,"O consumo de animais exóticos e de até mesmo carne de cachorro, são permitidos no país.",1059,0,0,0,0,0,0,0,0,0,0,0
70,454,China.txt,"O idioma oficial da China,é o mandarim.Existem também dialetos falados pelo país.",1015,0,0,0,0,0,0,0,0,0,0,0
36,428,China.txt,| região2nome=Norte (China)|Norte,727,0,0,0,0,0,0,0,0,0,0,0
8,407,China.txt,"| moeda=Yuan (CNY), dólar de Hong Kong (HKD), Pataca (MOP) (em Macau)",157,0,0,0,0,0,0,0,0,0,0,0
72,455,China.txt,Dificilmente os nativos falam inglês.,1024,0,0,0,0,0,0,0,0,0,0,0
46,436,China.txt,| região4nome=Sudoeste (China)|Sudoeste,842,0,0,0,0,0,0,0,0,0,0,0
83,461,China.txt,Principalmente nas grandes cidades existem muitas opções.,1064,0,0,0,0,0,0,0,0,0,0,0
10,409,China.txt,"| população=1,393 bilhão (est.2018)",211,0,0,0,0,0,0,0,0,0,0,0
